institution,type,doi,photo_article_title,photo_journal_title,photo_journal_volume,photo_journal_issue,photo_journal_year,photo_journal_inclusive_pages,photo_article_author,transaction_status,transaction_date,issn,base_fee,lending_library,reason_for_cancellation,call_number,location,maxcost,document_type,system_id,ifm_cost,copyright_payment_method,ccc_number,copyright_comp,article_title,journal_title,volume,issue,year,pages,article_author,x_1,cited_in,creation_date,photo_item_publisher,notes_on_access,notes,randon_number_generator,journal_volume,journal_issue,journal_year,journal_inclusive_pages,status,doi_input,doi_present,oabutton_query,oabutton_queryname,oabutton_match,oabutton_url,oabutton_type,oabutton_source,oabutton_title,oabutton_oa_result
pacific,lending,10.1001/jamainternmed.2016.5954,NA,NA,NA,NA,NA,NA,NA,Request Finished,42703.79042114583,2168-6114 2168-6106,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,"Stroke, Bleeding, and Mortality Risks in Elderly Medicare Beneficiaries Treated With Dabigatran or Rivaroxaban for Nonvalvular Atrial Fibrillation.",JAMA internal medicine.,176,11,2016 Nov 1,1662-1671,American Medical Association Graham DJ,NA,"Chicago, IL : American Medical Association, 2013-",42703.769834108796,"Chicago, IL : American Medical Associati",NA,NA,NA,NA,NA,NA,NA,NA,10.1001/jamainternmed.2016.5954,1,10.1001/jamainternmed.2016.5954,doi,https://doi.org/10.1001/jamainternmed.2016.5954,http://www.med-sovet.pro/jour/article/view/1906,article,base,NA,oa_found
pacific,lending,10.1002/(SICI)1097-461X(1998)66:6<409::AID-QUA2>3.0.CO;2-Z,NA,NA,NA,NA,NA,NA,NA,Request Finished,42878.742575,1097-461X,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Complete basis set ab initio and hybrid density functional theory exploration of the potential energy surface in the reaction between an amino radical,International journal of quantum chemistry.,66,6,Dec 1998,409-14,Branko Jursic,NA,[New York] : John Wiley & Sons,42878.699977662036,[New York] : John Wiley & Sons,NA,NA,NA,NA,NA,NA,NA,NA,10.1002/(SICI)1097-461X(1998)66:6<409::AID-QUA2>3.0.CO;2-Z,1,10.1002/(SICI)1097-461X(1998)66:6<409::AID-QUA2>3.0.CO;2-Z,doi,https://doi.org/10.1002/(SICI)1097-461X(1998)66:6<409::AID-QUA2>3.0.CO;2-Z,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/(SICI)1099-128X(199609)10:5/6<463::AID-CEM445>3.0.CO;2-L,NA,NA,NA,NA,NA,NA,NA,Request Finished,42685.75792418981,1099-128X,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,"Hierarchical multi-block PLS and PC models, for easier interpretation, and as an alternative to variable selection",Journal of chemometrics.,10,5-6,1996,463-482,"Wold, S.",NA,"[Chichester, Sussex, England] : John Wiley & Sons, ©1987-",42685.705040162036,"[Chichester, Sussex, England] : John Wil",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/(SICI)1099-128X(199609)10:5/6<463::AID-CEM445>3.0.CO;2-L,1,10.1002/(SICI)1099-128X(199609)10:5/6<463::AID-CEM445>3.0.CO;2-L,doi,https://doi.org/10.1002/(SICI)1099-128X(199609)10:5/6<463::AID-CEM445>3.0.CO;2-L,https://zenodo.org/record/1111691,article,base,NA,oa_found
pacific,lending,10.1002/adma.200802789,NA,NA,NA,NA,NA,NA,NA,Request Finished,42677.49670413194,1521-4095,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Gold Nanorods: From Synthesis and Properties to Biological and Biomedical Applications,Advanced materials.,21,NA,2009,4880,"X. Huang, S. Neretina and M. A. El-Sayed,",NA,"[Deerfield Beach, FL] : [VCH Publishers] ; Weinheim : Verlag & Co. KGaA, ©1989-",42677.12774626157,"[Deerfield Beach, FL] : [VCH Publishers]",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/adma.200802789,1,10.1002/adma.200802789,doi,https://doi.org/10.1002/adma.200802789,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/ajp.20629,NA,NA,NA,NA,NA,NA,NA,Request Finished,42775.850040509256,1098-2345,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Western lowland gorillas (Gorilla gorilla gorilla) change their activity patterns in response to frugivory,American journal of primatology.,71,2,2009,91-,"Masi, Shelly",NA,"[New York, N.Y.] : [A.R. Liss] : Wiley-Liss, Inc., ©1981-",42775.713243252314,"[New York, N.Y.] : [A.R. Liss] : Wiley-L",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/ajp.20629,1,10.1002/ajp.20629,doi,https://doi.org/10.1002/ajp.20629,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/cne.23937,NA,NA,NA,NA,NA,NA,NA,Request Finished,42822.46630436342,0021-9967,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Human-specific increase of dopaminergic innervation in a striatal region associated with speech and language: A comparative analysis of the primate ba,Journal of comparative neurology.,524,10,7 2016,2117-2129,"Raghanti, Mary",NA,"Philadelphia, Pa. : Wistar Institute of Anatomy and Biology",42822.34568047454,"Philadelphia, Pa. : Wistar Institute of",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/cne.23937,1,10.1002/cne.23937,doi,https://doi.org/10.1002/cne.23937,http://europepmc.org/backend/ptpmcrender.fcgi?accid=PMC4860035&blobtype=pdf,article,eupmc,NA,oa_found
pacific,lending,10.1002/cne.24046,NA,NA,NA,NA,NA,NA,NA,Request Finished,42661.72855813657,0021-9967,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Epigenetic mechanisms and associated brain circuits in the regulation of positive emotions: A role for transposable elements,Journal of comparative neurology.,524,15,2016,2944-2954,"Gaudi, S.",NA,"Philadelphia, Pa. : Wistar Institute of Anatomy and Biology",42661.699242627314,"Philadelphia, Pa. : Wistar Institute of",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/cne.24046,1,10.1002/cne.24046,doi,https://doi.org/10.1002/cne.24046,https://cloudfront.escholarship.org/dist/prd/content/qt63f6f3cn/qt63f6f3cn.pdf,article,oadoi,NA,oa_found
pacific,lending,10.1002/eat.22510,NA,NA,NA,NA,NA,NA,NA,Request Finished,42607.59873556713,0276-3478,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,An examination of the role of autonomous versus controlled motivation in predicting inpatient treatment outcome for anorexia nervosa.,The international journal of eating disorders.,49,6,06 2016,626-629,"Thaler, Lea,",NA,"New York, N.Y. : Van Nostrand Reinhold, ©1981-",42607.03378020833,"New York, N.Y. : Van Nostrand Reinhold,",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/eat.22510,1,10.1002/eat.22510,doi,https://doi.org/10.1002/eat.22510,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/hrdq.21248,NA,NA,NA,NA,NA,NA,NA,Request Finished,42604.84480697916,1532-1096,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,•	Making the Invisible Visible: A Cross-Sector Analysis of Gender-Based Leadership Barriers.,Human resource development quarterly /,27,2,Summer 2016,181-206,"Diehl, Amy B",NA,"[San Francisco] : [Jossey-Bass] : Wiley Periodicals, Inc., ©1990-",42604.57524560185,[San Francisco] : [Jossey-Bass] : Wiley,NA,NA,NA,NA,NA,NA,NA,NA,10.1002/hrdq.21248,1,10.1002/hrdq.21248,doi,https://doi.org/10.1002/hrdq.21248,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/jaba.379,NA,NA,NA,NA,NA,NA,NA,Request Finished,42835.80746809028,0021-8855,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,A multidisciplinary treatment for encopresis in children with developmental disabilities.,Journal of applied behavior analysis,NA,NA,NA,NA,Call NA;Mevers JL;McElhanon BO;Scheithauer MC,NA,NA,42835.79872827546,"Wiley-Blackwell, [Malden, MA] :",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/jaba.379,1,10.1002/jaba.379,doi,https://doi.org/10.1002/jaba.379,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/jclp.22444,NA,NA,NA,NA,NA,NA,NA,Request Finished,42860.51614965277,1097-4679,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,"Sachs Ericsson, N. J., Sheffler, J. L., Stanley, I. H., Piazza, J. R., & Preacher, K. J.: When emotional pain becomes physical: Adverse childhood expe",Journal of clinical psychology.,NA,NA,2017,NA,NA,NA,"New York, NY : John Wiley & Sons",42860.37871388889,"New York, NY : John Wiley & Sons",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/jclp.22444,1,10.1002/jclp.22444,doi,https://doi.org/10.1002/jclp.22444,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/oti.1417,NA,NA,NA,NA,NA,NA,NA,Request Finished,42775.87391458333,0966-7903,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Thai Elephant-Assisted Therapy Programme in Children with Down Syndrome.,Occupational therapy international.,23,2,2016,121-,NA,NA,"London : Whurr Publishers, ©1994-",42775.7062352662,"London : Whurr Publishers, ©1994-",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/oti.1417,1,10.1002/oti.1417,doi,https://doi.org/10.1002/oti.1417,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/oti.1425,NA,NA,NA,NA,NA,NA,NA,Request Finished,42677.85356570602,1557-0703 0966-7903,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,A Quantitative Summary of The Listening Program (TLP) Efficacy Studies: What Areas Were Found to Improve by TLP Intervention?,Occupational therapy international.,23,2,2016 June,206-217,"Vargas, Sadako; Lucker, Jay R.",NA,London : Whurr Publishers,42677.69889166667,London : Whurr Publishers,NA,NA,NA,NA,NA,NA,NA,NA,10.1002/oti.1425,1,10.1002/oti.1425,doi,https://doi.org/10.1002/oti.1425,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/oti.1447,NA,NA,NA,NA,NA,NA,NA,Request Finished,42795.771399687495,0966-7903,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Efficacy of Occupational Therapy Task-oriented Approach in Upper Extremity Post-stroke Rehabilitation.,Occupational therapy international.,23,4,2016,444-456,"Almhdawi KA,",NA,"London : Whurr Publishers, ©1994-",42795.62963202546,"London : Whurr Publishers, ©1994-",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/oti.1447,1,10.1002/oti.1447,doi,https://doi.org/10.1002/oti.1447,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1002/pros.22897,NA,NA,NA,NA,NA,NA,NA,Request Finished,42839.43080243056,1097-0045,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Perinatal exposure to mixtures of anti-androgenic chemicals causes proliferative lesions in rat pros,The prostate.,75,2,2015,126-40,Boberg J;Johansson HK;Hadrup N;Dreisig K;Berthelsen L;Almstr,NA,"New York, NY : Wiley-Liss",42839.36724409722,"New York, NY : Wiley-Liss",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/pros.22897,1,10.1002/pros.22897,doi,https://doi.org/10.1002/pros.22897,http://orbit.dtu.dk/en/publications/perinatal-exposure-to-mixtures-of-antiandrogenic-chemicals-causes-proliferative-lesions-in-rat-prostate(98d94ceb-27fe-4b98-bab9-fd554915b163).html,article,oadoi,NA,oa_found
pacific,lending,10.1002/syn.10148,NA,NA,NA,NA,NA,NA,NA,Request Finished,42783.4892875,0887-4476 1098-2396,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Cocaine alters mu but not delta or kappa opioid receptor‐stimulated in situ [35S] GTPγS binding in rat brain,Synapse.,47,1,2003,26-32.,"Wiley InterScience (Online service) Schroeder, J. A., Niculescu, M., & Unterwald, E. M.",NA,"New York : Alan R. Liss, ©1987-",42783.4852099537,"New York : Alan R. Liss, ©1987-",NA,NA,NA,NA,NA,NA,NA,NA,10.1002/syn.10148,1,10.1002/syn.10148,doi,https://doi.org/10.1002/syn.10148,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1007/s00134-006-0163-0,NA,NA,NA,NA,NA,NA,NA,Request Finished,42790.7992002662,NA,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,ISOFLURANE THERAPY FOR SEVERE REFRACTORY STATUS ASTHMATICUS IN CHILDREN,Intensive care medicine,32,6,May 2006,927-933,Thomson Gale (Firm) VENKAT SHANKAR; KEVIN B. CHURCHWELL; JAYANT K. DESHPANDE,NA,"Berlin, New York, Springer International.",42790.52983028935,"Berlin, New York, Springer International",NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s00134-006-0163-0,1,10.1007/s00134-006-0163-0,doi,https://doi.org/10.1007/s00134-006-0163-0,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1007/s10484-015-9330-9,NA,NA,NA,NA,NA,NA,NA,Request Finished,42702.66274490741,1090-0586,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,Abbreviated Resonant Frequency Training to Augment Heart Rat,Applied psychophysiology and biofeedback,41,3,2016,263-74,Gross MJ;Shearer DA;Bringer JD;Hall R;Cook CJ;Kilduff LP,NA,NA,42702.593673958334,"Springer, Berlin :",NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s10484-015-9330-9,1,10.1007/s10484-015-9330-9,doi,https://doi.org/10.1007/s10484-015-9330-9,https://cronfa.swan.ac.uk/Record/cronfa25954,article,base,NA,oa_found
pacific,lending,10.1007/s10508-005-4338-5,NA,NA,NA,NA,NA,NA,NA,Request Finished,42865.490613657406,0004-0002,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,Gender dysphoria and gender change in chromosomal females wi,Archives of sexual behavior,34,4,2005,389-97,Dessens AB;Slijper FM;Drop SL,NA,NA,42865.42864533565,"Kluwer Academic/Plenum Publishers, New Y",NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s10508-005-4338-5,1,10.1007/s10508-005-4338-5,doi,https://doi.org/10.1007/s10508-005-4338-5,http://arbor.revistas.csic.es/index.php/arbor/article/view/1872,article,base,NA,oa_found
pacific,lending,10.1007/s10648-015-9348-9,NA,NA,NA,NA,NA,NA,NA,Request Finished,42853.43553313657,1040-726X,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Educational psychology review. Eight Ways to Promote Generative learning,Educational psychology review.,28,4,12-2016,717-741,"Fiorella, Logan and Mayer, Richard",NA,"New York : Plenum, 1989-",42853.02619293981,"New York : Plenum, 1989-",NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s10648-015-9348-9,1,10.1007/s10648-015-9348-9,doi,https://doi.org/10.1007/s10648-015-9348-9,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1007/s10772-010-9088-7,NA,NA,NA,NA,NA,NA,NA,Request Finished,42906.48653070602,NA,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,Front End Analysis of Speech Recognition: A Review,International Journal of Speech Technology,14,2,2011,99-145,Anusuya MA,NA,NA,42906.48320123842,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s10772-010-9088-7,1,10.1007/s10772-010-9088-7,doi,https://doi.org/10.1007/s10772-010-9088-7,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1007/s10956-015-9563-7,NA,NA,NA,NA,NA,NA,NA,Request Finished,42611.83949591435,1059-0145,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Can Virtual Museums Motivate Students? Toward a Constructivist Learning Approach.,Journal of science education and technology.,24,6,Dec 2015,776-788,"Kluwer Online Katz, James E.; Halpern, Daniel",NA,"New York : Plenum Press, ©1992-",42611.82409502315,"New York : Plenum Press, ©1992-",NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s10956-015-9563-7,1,10.1007/s10956-015-9563-7,doi,https://doi.org/10.1007/s10956-015-9563-7,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1007/s11065-014-9258-5,NA,NA,NA,NA,NA,NA,NA,Request Finished,42683.47394456018,1040-7308,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,"Language mapping with verbs and sentences in awake surgery:  
",Neuropsychology review,24,2,2014,185-99,Rofes A;Miceli G,NA,NA,42683.46312341435,"Kluwer Academic/Plenum Publishers, New Y",NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s11065-014-9258-5,1,10.1007/s11065-014-9258-5,doi,https://doi.org/10.1007/s11065-014-9258-5,https://iris.unitn.it/handle/11572/99229,article,base,NA,oa_found
pacific,lending,10.1007/s40265-016-0673-1,NA,NA,NA,NA,NA,NA,NA,Request Finished,42754.84601357639,0012-6667,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Bezlotoxumab: First Global Approval.,Drugs.,76,18,2016 Dec,1793-1798,Markham A.,NA,"Basel ; New York : S. Karger, 1971-",42754.84484143518,"Basel ; New York : S. Karger, 1971-",NA,NA,NA,NA,NA,NA,NA,NA,10.1007/s40265-016-0673-1,1,10.1007/s40265-016-0673-1,doi,https://doi.org/10.1007/s40265-016-0673-1,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/0005-7916(88)90038-9,NA,NA,NA,NA,NA,NA,NA,Request Finished,42668.798405787034,0005-7916,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,The operant side of behavior therapy.,Journal of behavior therapy and experimental psychiatry,19,3,1988,171-9,Skinner BF,NA,NA,42667.49412002315,"Elsevier, Amsterdam :",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0005-7916(88)90038-9,1,10.1016/0005-7916(88)90038-9,doi,https://doi.org/10.1016/0005-7916(88)90038-9,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/0005-7967(94)00075-U,NA,NA,NA,NA,NA,NA,NA,Request Finished,42703.679308645835,0005-7967,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,The structure of negative emotional states: comparison of th,Behaviour research and therapy,33,3,1995,335-43,Lovibond PF;Lovibond SH,NA,NA,42703.67184934027,"Elsevier Science, Oxford :",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0005-7967(94)00075-U,1,10.1016/0005-7967(94)00075-U,doi,https://doi.org/10.1016/0005-7967(94)00075-U,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/0147-1767(94)90016-7,NA,NA,NA,NA,NA,NA,NA,Request Finished,42689.78618943287,0147-1767,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,"Quintana, Stephen M., / A model of ethnic perspective-taking ability applied to Mexican-American children and youth.",International journal of intercultural relations : IJIR.,18,4,1994,419-448,NA,NA,"[New Brunswick, N.J. : Transaction Periodicals Consortium, c1977]-",42688.376483831016,"[New Brunswick, N.J. : Transaction Perio",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0147-1767(94)90016-7,1,10.1016/0147-1767(94)90016-7,doi,https://doi.org/10.1016/0147-1767(94)90016-7,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/0306-4603(82)90024-7,NA,NA,NA,NA,NA,NA,NA,Request Finished,42552.776910995366,0306-4603,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,The assessment of binge eating severity among obese persons.,Addictive behaviors,7,1,1982,47-55,Gormally J;Black S;Daston S;Rardin D,NA,NA,42551.72889722222,"Elsevier Science, Oxford :",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/0306-4603(82)90024-7,1,10.1016/0306-4603(82)90024-7,doi,https://doi.org/10.1016/0306-4603(82)90024-7,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/j.actaastro.2013.07.005,NA,NA,NA,NA,NA,NA,NA,Request Finished,42683.46443707176,0094-5765,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Manned missions to Mars: Minimizing risks of failure.,Acta astronautica [microform].,93,NA,2014,148-,International Academy of Astronautics.,NA,"Elmsford, N.Y. : Pergamon Press, 1974",42683.45971512731,"Elmsford, N.Y. : Pergamon Press, 1974",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.actaastro.2013.07.005,1,10.1016/j.actaastro.2013.07.005,doi,https://doi.org/10.1016/j.actaastro.2013.07.005,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/j.amepre.2005.08.040,NA,NA,NA,NA,NA,NA,NA,Request Finished,42646.6365662037,0749-3797,NA,NA,NA,NA,NA,NA,NA,DOC,NA,NA,NA,NA,Transforming work breaks to promote health.,American journal of preventive medicine,29,5,2005,461-5,Taylor WC,NA,NA,42646.535191585644,"Elsevier Science, Amsterdam :",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.amepre.2005.08.040,1,10.1016/j.amepre.2005.08.040,doi,https://doi.org/10.1016/j.amepre.2005.08.040,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/j.amjopharm.2012.05.002,NA,NA,NA,NA,NA,NA,NA,Request Finished,42790.82100917824,1876-7761,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Special feature: FDA Drug Safety Communications: A Narrative Review and Clinical Considerations for Older Adults,The American journal of geriatric pharmacotherapy.,10,4,8 2012,264-271,"Marcum, Zachary A.,",NA,"[Almere, Netherlands] ; [Hillsborough, N.J.] : Excerpta Medica ; [Amsterdam] ; [New York] : Elsevier Science, 2003-2012.",42790.639170104165,"[Almere, Netherlands] ; [Hillsborough, N",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.amjopharm.2012.05.002,1,10.1016/j.amjopharm.2012.05.002,doi,https://doi.org/10.1016/j.amjopharm.2012.05.002,http://europepmc.org/backend/ptpmcrender.fcgi?accid=PMC3413741&blobtype=pdf,article,eupmc,NA,oa_found
pacific,lending,10.1016/j.aml.2016.02.005,NA,NA,NA,NA,NA,NA,NA,Request Finished,42831.6270028588,0893-9659,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,"Zhang, Qiang and Lei Ge / Optimal strategies for asset allocation and consumption under stochastic volatility",Applied mathematics letters.,58,NA,2016,Pages 69–73,"Zhang, Qiang and Lei Ge",NA,"Oxford ; Pergamon Press, 1988",42831.57229140046,"Oxford ; Pergamon Press, 1988",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.aml.2016.02.005,1,10.1016/j.aml.2016.02.005,doi,https://doi.org/10.1016/j.aml.2016.02.005,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/j.apenergy.2016.08.117,NA,NA,NA,NA,NA,NA,NA,Request Finished,42787.769299884254,0306-2619,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Optimal planning and operation of aggregated distributed energy resources with market participation,Applied energy.,182,NA,15 November 2016,340-357,"Calvillo, C.F.; et. al.",NA,"[Amsterdam, etc.] Elsevier",42787.70849498842,"[Amsterdam, etc.] Elsevier",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.apenergy.2016.08.117,1,10.1016/j.apenergy.2016.08.117,doi,https://doi.org/10.1016/j.apenergy.2016.08.117,NA,NA,NA,NA,oa_not_found
pacific,lending,10.1016/j.arth.2009.02.008,NA,NA,NA,NA,NA,NA,NA,Request Finished,42812.61664537037,0883-5403,NA,NA,NA,NA,NA,NA,NA,OCLC,NA,NA,NA,NA,Trochanteric Bursitis After Total Hip Arthroplasty : Incidence and Evaluation of Response to Treatment,The Journal of arthroplasty.,v25 n2 (201002): 208-212,NA,NA,v25 n2 (201002): 208-212,"American Association of Hip and Knee Surgeons. Kevin W. Farmer, Lynne C. Jones, Kirstyn E. Brownson,",NA,"[New York, NY] : [Churchill Livingstone], 1986",42812.542998530094,"[New York, NY] : [Churchill Livingstone]",NA,NA,NA,NA,NA,NA,NA,NA,10.1016/j.arth.2009.02.008,1,10.1016/j.arth.2009.02.008,doi,https://doi.org/10.1016/j.arth.2009.02.008,NA,NA,NA,NA,oa_not_found
